ID,G_VRH
mp-30598,23.0
mp-3657,86.0
mp-467,48.0
mp-527,13.0
mp-542496,23.0
mp-569523,38.0
mp-5787,42.0
mp-631482,28.0
mp-640889,29.0
mp-6867,29.0
mp-7262,29.0
mp-8237,28.0
mp-865426,21.0
mp-865484,112.0
mp-866077,32.0
mp-867118,23.0
mp-867356,184.0
mp-972810,97.0
mp-979293,5.0
mp-989583,3.0
mp-1001012,32.0
mp-1008472,-13.0
mp-10092,14.0
mp-11285,35.0
mp-11572,130.0
mp-19025,84.0
mp-1929,110.0
mp-20595,40.0
mp-22882,11.0
mp-22909,5.0
mp-23292,2.0
mp-29898,7.0
mp-30227,4.0
mp-34688,56.0
mp-5152,43.0
mp-5538,25.0
mp-568880,27.0
mp-570301,9.0
mp-571203,33.0
mp-571566,42.0
mp-594,18.0
mp-631399,-106.0
mp-631563,-66.0
mp-6408,35.0
mp-643063,15.0
mp-7405,110.0
mp-7667,9.0
mp-767409,28.0
mp-862712,66.0
mp-973175,18.0
mp-973443,71.0
mp-973538,41.0
mp-978969,7.0
mp-999258,26.0
mp-1008922,64.0
mp-1009752,-31.0
mp-1013712,10.0
mp-1016872,21.0
mp-1020019,60.0
mp-11233,68.0
mp-11511,41.0
mp-11807,51.0
mp-11816,24.0
mp-12908,19.0
mp-12910,15.0
mp-1604,58.0
mp-19322,-116.0
mp-20174,47.0
mp-21850,59.0
mp-22065,49.0
mp-23432,18.0
mp-2430,73.0
mp-27930,28.0
mp-29131,51.0
mp-505019,52.0
mp-554134,2.0
mp-554799,14.0
mp-564,20.0
mp-569391,-3.0
mp-622980,28.0
mp-641526,92.0
mp-643945,74.0
mp-672229,3.0
mp-7,1.0
mp-7077,3.0
mp-7361,50.0
mp-755253,100.0
mp-806,49.0
mp-862798,118.0
mp-865522,22.0
mp-865747,55.0
mp-865920,29.0
mp-866087,78.0
mp-867735,73.0
mp-962071,38.0
mp-972601,17.0
mp-973142,26.0
mp-973935,117.0
mp-976047,-2.0
mp-979263,11.0
mp-999303,-182.0
mp-1025373,4.0
mp-104,24.0
mp-11449,53.0
mp-11607,149.0
mp-11696,74.0
mp-13171,22.0
mp-13276,37.0
mp-13610,20.0
mp-1400,94.0
mp-15608,43.0
mp-19889,42.0
mp-19971,22.0
mp-20684,9.0
mp-20849,45.0
mp-2090,91.0
mp-2225,146.0
mp-2507,10.0
mp-27505,57.0
mp-29725,76.0
mp-34611,-24.0
mp-450,195.0
mp-517,142.0
mp-567214,34.0
mp-568747,18.0
mp-569779,46.0
mp-574,79.0
mp-7219,22.0
mp-7435,22.0
mp-754165,83.0
mp-754349,50.0
mp-756235,6.0
mp-861736,11.0
mp-862979,24.0
mp-8640,45.0
mp-865649,94.0
mp-866188,51.0
mp-867258,46.0
mp-8758,71.0
mp-975312,-10.0
mp-975385,242.0
mp-976775,9.0
mp-977438,63.0
mp-979431,27.0
mp-999307,171.0
mvc-6615,45.0
mp-1008929,89.0
mp-10135,7.0
mp-1017508,20.0
mp-1017580,-18.0
mp-1025056,92.0
mp-1025212,63.0
mp-1027,116.0
mp-1029826,64.0
mp-11263,52.0
mp-11431,39.0
mp-14091,18.0
mp-1727,39.0
mp-19749,9.0
mp-20192,86.0
mp-218,55.0
mp-22375,24.0
mp-22619,98.0
mp-23013,15.0
mp-2455,119.0
mp-30147,71.0
mp-31703,18.0
mp-3802,146.0
mp-5491,14.0
mp-553939,30.0
mp-632311,64.0
mp-644223,9.0
mp-672259,73.0
mp-7131,36.0
mp-7547,12.0
mp-774146,16.0
mp-7955,24.0
mp-866031,99.0
mp-867186,27.0
mp-867422,16.0
mp-867932,50.0
mp-961695,29.0
mp-977176,88.0
mp-981383,-3.0
mp-984754,25.0
mp-994,59.0
mp-998307,16.0
mp-999067,45.0
mp-1018060,65.0
mp-1025151,35.0
mp-11418,38.0
mp-11506,89.0
mp-1260,47.0
mp-13202,52.0
mp-1380,58.0
mp-1578,105.0
mp-1639,374.0
mp-1704,22.0
mp-18949,51.0
mp-1960,70.0
mp-19722,24.0
mp-1973,87.0
mp-2265,26.0
mp-23250,0.0
mp-2730,12.0
mp-27488,99.0
mp-27743,11.0
mp-28250,10.0
mp-28630,24.0
mp-29379,5.0
mp-30504,14.0
mp-3416,28.0
mp-3830,59.0
mp-4822,53.0
mp-571458,10.0
mp-674,42.0
mp-675334,118.0
mp-6962,33.0
mp-754515,23.0
mp-754718,20.0
mp-759541,27.0
mp-771986,56.0
mp-7829,105.0
mp-8275,53.0
mp-8615,141.0
mp-862319,15.0
mp-862831,49.0
mp-862888,26.0
mp-863696,22.0
mp-864626,24.0
mp-864633,17.0
mp-865126,-3.0
mp-865940,-11.0
mp-865989,125.0
mp-867277,36.0
mp-979425,30.0
mp-1017387,11.0
mp-1017553,91.0
mp-1018075,61.0
mp-1018096,24.0
mp-1018850,203.0
mp-1045,51.0
mp-11382,59.0
mp-11582,17.0
mp-12072,45.0
mp-12957,2.0
mp-13303,42.0
mp-14625,52.0
mp-1841,119.0
mp-18814,44.0
mp-2016,37.0
mp-20857,152.0
mp-20971,58.0
mp-21249,54.0
mp-27837,16.0
mp-29149,30.0
mp-29209,20.0
mp-3015,46.0
mp-30884,38.0
mp-3239,95.0
mp-32679,133.0
mp-5342,22.0
mp-554144,26.0
mp-570091,25.0
mp-672287,28.0
mp-697179,24.0
mp-715262,42.0
mp-8458,23.0
mp-934,16.0
mp-9523,19.0
mp-962066,-56.0
mp-975932,22.0
mp-984,75.0
mp-984554,-9.0
mp-984714,14.0
mp-992,31.0
mp-999197,8.0
mp-1008395,420.0
mp-1009748,-75.0
mp-1009828,3.0
mp-1018692,22.0
mp-1020118,67.0
mp-1025167,91.0
mp-10356,10.0
mp-11693,21.0
mp-11869,58.0
mp-1543,52.0
mp-16913,8.0
mp-20385,43.0
mp-20730,78.0
mp-21096,35.0
mp-21464,131.0
mp-21505,36.0
mp-21907,104.0
mp-22177,41.0
mp-22483,13.0
mp-22610,108.0
mp-23255,11.0
mp-24095,39.0
mp-2618,30.0
mp-28919,20.0
mp-30580,26.0
mp-30593,59.0
mp-31235,16.0
mp-35035,5.0
mp-363,105.0
mp-541013,1.0
mp-567305,49.0
mp-568673,80.0
mp-696746,178.0
mp-7506,133.0
mp-752735,19.0
mp-753098,25.0
mp-754538,16.0
mp-755453,86.0
mp-7876,33.0
mp-862813,17.0
mp-862895,34.0
mp-864890,65.0
mp-866066,16.0
mp-867835,123.0
mp-869,104.0
mp-974066,22.0
mp-975913,29.0
mp-976280,8.0
mp-979258,21.0
mp-983564,72.0
mp-984050,14.0
mp-985299,12.0
mp-997630,-9.0
mp-10157,-1.0
mp-1025261,55.0
mp-10624,34.0
mp-13683,71.0
mp-15964,49.0
mp-1776,98.0
mp-19358,75.0
mp-2078,62.0
mp-20866,39.0
mp-21141,62.0
mp-2151,24.0
mp-22271,11.0
mp-23260,6.0
mp-28230,5.0
mp-28270,6.0
mp-28599,17.0
mp-2880,130.0
mp-318,33.0
mp-3415,68.0
mp-4175,39.0
mp-4210,59.0
mp-4243,74.0
mp-4370,34.0
mp-4533,35.0
mp-4699,97.0
mp-504715,-15.0
mp-5346,71.0
mp-5388,14.0
mp-540999,-7.0
mp-546266,36.0
mp-556225,8.0
mp-558852,49.0
mp-561079,16.0
mp-567362,-5.0
mp-568735,187.0
mp-569018,15.0
mp-581707,24.0
mp-6270,43.0
mp-7170,45.0
mp-733,28.0
mp-760408,51.0
mp-861947,25.0
mp-861979,86.0
mp-864799,21.0
mp-865162,68.0
mp-866133,19.0
mp-866171,19.0
mp-980191,8.0
mp-985828,18.0
mp-9930,35.0
mp-997051,-16.0
mp-9989,119.0
mvc-16001,-236.0
mp-1018081,94.0
mp-1018633,-1.0
mp-1022553,17.0
mp-1023129,17.0
mp-10680,17.0
mp-11390,46.0
mp-12005,65.0
mp-13160,54.0
mp-20474,27.0
mp-21455,105.0
mp-24081,9.0
mp-27677,19.0
mp-27725,2.0
mp-28283,9.0
mp-30207,21.0
mp-30251,28.0
mp-38818,219.0
mp-570491,96.0
mp-5795,73.0
mp-604884,75.0
mp-613989,90.0
mp-626785,8.0
mp-631390,-8.0
mp-631441,90.0
mp-631442,-6.0
mp-631571,83.0
mp-6493,54.0
mp-684597,27.0
mp-757031,72.0
mp-864771,15.0
mp-865796,50.0
mp-867242,46.0
mp-9550,75.0
mp-962063,24.0
mp-975658,23.0
mp-976236,33.0
mp-978276,27.0
mp-983358,91.0
mp-989651,9.0
mp-1009750,45.0
mp-1018040,20.0
mp-1018122,29.0
mp-1024963,67.0
mp-1159,32.0
mp-1170,10.0
mp-12605,121.0
mp-12961,22.0
mp-13138,37.0
mp-16246,14.0
mp-1958,23.0
mp-20214,50.0
mp-20555,-8.0
mp-21276,29.0
mp-22003,8.0
mp-251,127.0
mp-30858,103.0
mp-35082,3.0
mp-35777,12.0
mp-561949,28.0
mp-567504,6.0
mp-570232,8.0
mp-665,10.0
mp-6668,58.0
mp-7251,77.0
mp-747,38.0
mp-754960,36.0
mp-755219,35.0
mp-761390,96.0
mp-861946,36.0
mp-865076,12.0
mp-865859,20.0
mp-865935,19.0
mp-867285,34.0
mp-971682,72.0
mp-973300,25.0
mp-975065,167.0
mp-1008556,112.0
mp-1009596,-17.0
mp-11571,14.0
mp-12360,18.0
mp-12814,11.0
mp-14815,12.0
mp-1674,28.0
mp-20525,26.0
mp-20716,3.0
mp-20729,11.0
mp-2384,44.0
mp-2393,16.0
mp-2593,85.0
mp-28722,2.0
mp-30585,45.0
mp-30661,25.0
mp-30819,54.0
mp-4196,81.0
mp-4198,13.0
mp-4250,53.0
mp-4653,103.0
mp-4854,40.0
mp-5014,16.0
mp-559976,27.0
mp-568430,30.0
mp-571428,86.0
mp-631339,16.0
mp-631754,37.0
mp-755323,31.0
mp-768368,9.0
mp-768572,35.0
mp-7931,27.0
mp-7986,86.0
mp-850978,71.0
mp-862841,26.0
mp-865195,57.0
mp-865206,48.0
mp-867846,117.0
mp-867895,32.0
mp-9146,14.0
mp-9289,54.0
mp-972494,16.0
mp-973060,25.0
mp-973974,2.0
mp-975299,5.0
mp-975321,5.0
mp-976025,30.0
mp-976412,7.0
mp-977439,16.0
mp-977555,0.0
mp-978823,22.0
mp-979417,24.0
mp-981385,52.0
mp-1003317,65.0
mp-1007853,75.0
mp-1008500,28.0
mp-1009014,31.0
mp-1009540,18.0
mp-1013708,8.0
mp-1016882,15.0
mp-1018115,50.0
mp-1023213,-6.0
mp-1025321,13.0
mp-1029293,43.0
mp-1029531,28.0
mp-1030,32.0
mp-10630,2.0
mp-10638,58.0
mp-1070,15.0
mp-1168,7.0
mp-1475,150.0
mp-15789,30.0
mp-15837,53.0
mp-1910,65.0
mp-19163,29.0
mp-19754,61.0
mp-20245,32.0
mp-20622,44.0
mp-22156,92.0
mp-22325,20.0
mp-22859,4.0
mp-28020,6.0
mp-30477,26.0
mp-30528,12.0
mp-30892,11.0
mp-3097,90.0
mp-31294,25.0
mp-4973,52.0
mp-554451,22.0
mp-555763,33.0
mp-558579,4.0
mp-559390,42.0
mp-568584,1.0
mp-570837,16.0
mp-625998,19.0
mp-669692,79.0
mp-676512,27.0
mp-7350,46.0
mp-7524,76.0
mp-7822,72.0
mp-7924,11.0
mp-8200,26.0
mp-8338,21.0
mp-8348,6.0
mp-850916,46.0
mp-862432,36.0
mp-862704,40.0
mp-867126,1.0
mp-867920,47.0
mp-867922,84.0
mp-8922,49.0
mp-974799,12.0
mp-977572,78.0
mp-978509,35.0
mp-979935,6.0
mp-981548,19.0
mp-983229,24.0
mp-996987,42.0
mp-1005,133.0
mp-1008928,18.0
mp-1009264,55.0
mp-1018029,46.0
mp-13288,1.0
mp-14796,13.0
mp-15643,31.0
mp-16329,48.0
mp-1802,14.0
mp-19904,37.0
mp-20180,121.0
mp-21113,57.0
mp-21214,-32.0
mp-2251,34.0
mp-2271,68.0
mp-22886,-46.0
mp-22901,12.0
mp-22919,11.0
mp-23697,-41.0
mp-242,111.0
mp-2909,30.0
mp-30673,67.0
mp-30847,56.0
mp-3186,104.0
mp-32,45.0
mp-3605,65.0
mp-3804,57.0
mp-510430,17.0
mp-557753,18.0
mp-567929,77.0
mp-568424,29.0
mp-569364,152.0
mp-570690,187.0
mp-5924,118.0
mp-623,36.0
mp-631418,-599.0
mp-675104,10.0
mp-75,20.0
mp-775757,102.0
mp-861867,1.0
mp-861873,104.0
mp-864763,19.0
mp-9274,6.0
mp-933,51.0
mp-961655,-0.0
mp-972244,40.0
mp-976159,22.0
mp-977434,94.0
mp-978304,40.0
mp-997617,203.0
mp-999395,54.0
mp-1008776,18.0
mp-1018068,-25.0
mp-1029458,60.0
mp-11169,50.0
mp-11290,26.0
mp-11322,92.0
mp-15781,22.0
mp-15951,25.0
mp-16036,38.0
mp-1753,46.0
mp-19893,21.0
mp-2006,122.0
mp-22811,22.0
mp-2640,52.0
mp-30451,27.0
mp-3088,62.0
mp-31469,62.0
mp-33029,46.0
mp-3323,88.0
mp-3702,73.0
mp-546790,24.0
mp-558050,21.0
mp-568005,12.0
mp-6473,41.0
mp-6847,31.0
mp-773864,47.0
mp-8093,9.0
mp-862338,47.0
mp-862911,94.0
mp-865730,26.0
mp-867862,-0.0
mp-9166,35.0
mp-922,91.0
mp-9472,20.0
mp-973738,400.0
mp-978275,183.0
mp-978495,-40.0
mp-978515,34.0
mp-978929,23.0
mp-978993,10.0
mp-985579,44.0
mp-10018,14.0
mp-1007918,18.0
mp-1013911,18.0
mp-1022721,-666.0
mp-1029396,45.0
mp-11489,11.0
mp-1272,96.0
mp-13149,37.0
mp-13474,49.0
mp-1409,97.0
mp-16238,21.0
mp-1857,17.0
mp-18946,89.0
mp-19069,37.0
mp-21765,26.0
mp-2280,26.0
mp-23251,7.0
mp-27198,11.0
mp-27227,19.0
mp-2768,14.0
mp-30774,45.0
mp-4025,60.0
mp-542435,61.0
mp-546633,8.0
mp-568269,51.0
mp-570122,16.0
mp-601820,96.0
mp-643009,26.0
mp-6560,7.0
mp-676011,30.0
mp-7477,50.0
mp-7573,208.0
mp-7599,139.0
mp-7863,18.0
mp-864978,31.0
mp-865170,-57.0
mp-865630,-95.0
mp-865869,57.0
mp-867317,50.0
mp-971,12.0
mp-974387,14.0
mp-975638,23.0
mp-976055,5.0
mp-977578,54.0
mp-978523,34.0
mp-979427,26.0
mp-996996,62.0
mp-999072,16.0
mp-1012640,104.0
mp-1025285,60.0
mp-11235,14.0
mp-12574,30.0
mp-1330,217.0
mp-13815,19.0
mp-139,6.0
mp-150,9.0
mp-1700,121.0
mp-1821,20.0
mp-1836,9.0
mp-20432,36.0
mp-22740,49.0
mp-22849,2.0
mp-2533,96.0
mp-2987,14.0
mp-30053,11.0
mp-30625,23.0
mp-30750,65.0
mp-31170,2.0
mp-463,17.0
mp-4784,68.0
mp-505005,43.0
mp-567787,3.0
mp-568596,15.0
mp-569679,7.0
mp-570904,54.0
mp-5929,17.0
mp-631562,-102.0
mp-631567,-66.0
mp-654812,47.0
mp-7228,151.0
mp-755298,38.0
mp-755480,7.0
mp-862728,24.0
mp-862943,13.0
mp-863652,32.0
mp-864622,28.0
mp-864991,-36.0
mp-865163,66.0
mp-865878,72.0
mp-867879,20.0
mp-973847,26.0
mp-979936,6.0
mp-981200,-2.0
mp-981390,-15.0
mp-9830,77.0
mp-989592,45.0
mp-998552,103.0
mp-1008554,56.0
mp-1013582,11.0
mp-1018649,347.0
mp-1018664,46.0
mp-1025374,-4.0
mp-11274,-114.0
mp-11281,138.0
mp-13070,55.0
mp-16723,33.0
mp-19225,41.0
mp-22535,88.0
mp-29652,14.0
mp-3020,90.0
mp-30406,22.0
mp-30502,28.0
mp-30821,57.0
mp-35539,21.0
mp-5495,14.0
mp-559200,22.0
mp-569895,9.0
mp-582227,19.0
mp-631431,-112.0
mp-6766,64.0
mp-6908,28.0
mp-754333,155.0
mp-772856,16.0
mp-866212,-34.0
mp-8753,9.0
mp-957,6.0
mp-961716,19.0
mp-973834,21.0
mp-979435,26.0
mp-985292,25.0
mp-1009653,-0.0
mp-1029595,21.0
mp-10654,9.0
mp-13963,27.0
mp-1406,25.0
mp-15649,96.0
mp-16287,68.0
mp-16488,74.0
mp-18746,67.0
mp-19140,-8.0
mp-20066,3.0
mp-21054,41.0
mp-2339,58.0
mp-24082,66.0
mp-27831,5.0
mp-30045,68.0
mp-31510,37.0
mp-505249,71.0
mp-510402,44.0
mp-540791,88.0
mp-550820,55.0
mp-553961,61.0
mp-557233,21.0
mp-557559,1.0
mp-627,10.0
mp-758835,36.0
mp-7618,14.0
mp-777667,36.0
mp-850251,58.0
mp-861507,107.0
mp-861627,42.0
mp-865252,97.0
mp-866046,45.0
mp-9548,15.0
mp-975904,10.0
mp-1014229,47.0
mp-1037,72.0
mp-10398,76.0
mp-11276,100.0
mp-11416,80.0
mp-11596,60.0
mp-11958,23.0
mp-13254,34.0
mp-13363,60.0
mp-1547,58.0
mp-15695,46.0
mp-1591,113.0
mp-16326,48.0
mp-20195,28.0
mp-20249,107.0
mp-20489,50.0
mp-20862,55.0
mp-20883,53.0
mp-21024,24.0
mp-21087,29.0
mp-21272,59.0
mp-21306,100.0
mp-22496,5.0
mp-22701,62.0
mp-28282,8.0
mp-28897,73.0
mp-2895,74.0
mp-29761,25.0
mp-29862,11.0
mp-30351,2.0
mp-3223,90.0
mp-570219,5.0
mp-570775,13.0
mp-571552,65.0
mp-631255,-156.0
mp-7226,93.0
mp-756134,75.0
mp-7979,9.0
mp-829,52.0
mp-861937,20.0
mp-862881,18.0
mp-864772,41.0
mp-865094,92.0
mp-865120,57.0
mp-865338,38.0
mp-865403,58.0
mp-865894,24.0
mp-961706,68.0
mp-974558,1.0
mp-9853,47.0
mp-985303,20.0
mp-989540,18.0
mp-1001019,20.0
mp-1002183,114.0
mp-1013528,22.0
mp-1017632,46.0
mp-1018645,-76.0
mp-1025360,14.0
mp-1029407,36.0
mp-11269,25.0
mp-127,3.0
mp-1921,51.0
mp-19747,22.0
mp-22312,84.0
mp-22637,99.0
mp-22692,57.0
mp-2319,157.0
mp-2689,44.0
mp-27507,6.0
mp-2775,30.0
mp-2780,51.0
mp-2850,166.0
mp-3034,48.0
mp-30409,48.0
mp-30457,50.0
mp-31118,81.0
mp-33365,10.0
mp-3748,80.0
mp-4342,68.0
mp-435,25.0
mp-4428,39.0
mp-4979,38.0
mp-510625,58.0
mp-5605,54.0
mp-568619,187.0
mp-569170,19.0
mp-570483,57.0
mp-600561,47.0
mp-690490,114.0
mp-7621,10.0
mp-7834,14.0
mp-861735,3.0
mp-862379,43.0
mp-864805,29.0
mp-864947,-112.0
mp-867143,38.0
mp-867915,84.0
mp-881,82.0
mp-902,15.0
mp-976784,21.0
mp-978034,2.0
mp-984352,109.0
mp-998554,12.0
mvc-13995,63.0
mp-1002114,-29.0
mp-1003313,73.0
mp-1003322,64.0
mp-1009766,3.0
mp-1013716,9.0
mp-1021489,97.0
mp-1077353,31.0
mp-13504,64.0
mp-1373,44.0
mp-1649,40.0
mp-16733,51.0
mp-1989,133.0
mp-22935,9.0
mp-29615,14.0
mp-3053,33.0
mp-30767,25.0
mp-36216,9.0
mp-552098,27.0
mp-557142,24.0
mp-5594,72.0
mp-559959,10.0
mp-561511,117.0
mp-569073,19.0
mp-569628,19.0
mp-580931,14.0
mp-603719,182.0
mp-670,111.0
mp-695850,3.0
mp-7422,36.0
mp-7947,39.0
mp-8335,56.0
mp-864765,19.0
mp-864896,69.0
mp-865529,12.0
mp-866162,14.0
mp-9719,28.0
mp-973022,65.0
mp-975423,79.0
mp-976263,21.0
mp-980052,14.0
mp-981393,28.0
mp-981458,28.0
mp-1002109,71.0
mp-1021667,24.0
mp-1172,58.0
mp-1359,105.0
mp-16376,47.0
mp-1799,120.0
mp-18854,70.0
mp-1918,79.0
mp-19736,2.0
mp-19857,47.0
mp-25542,40.0
mp-2664,65.0
mp-2713,55.0
mp-28319,4.0
mp-29057,9.0
mp-484,11.0
mp-5620,108.0
mp-567503,2.0
mp-569423,7.0
mp-569927,47.0
mp-5820,93.0
mp-610972,34.0
mp-631475,-74.0
mp-640885,29.0
mp-672233,1.0
mp-673245,15.0
mp-675464,41.0
mp-684031,51.0
mp-690525,44.0
mp-695,94.0
mp-7168,49.0
mp-7223,49.0
mp-7424,48.0
mp-7429,19.0
mp-753508,15.0
mp-755302,31.0
mp-863737,30.0
mp-867195,63.0
mp-9583,21.0
mp-971979,29.0
mp-976023,14.0
mp-978264,23.0
mp-978519,29.0
mp-998894,14.0
mp-999336,25.0
mp-1024071,35.0
mp-13364,28.0
mp-1410,122.0
mp-1895,80.0
mp-19252,15.0
mp-20325,92.0
mp-20337,46.0
mp-20940,66.0
mp-2125,17.0
mp-21851,77.0
mp-2716,38.0
mp-2893,88.0
mp-29091,37.0
mp-2914,67.0
mp-30073,56.0
mp-3035,76.0
mp-30981,18.0
mp-36033,56.0
mp-4896,35.0
mp-505825,14.0
mp-568865,44.0
mp-569289,3.0
mp-6494,24.0
mp-753380,22.0
mp-7577,116.0
mp-7785,22.0
mp-784631,112.0
mp-7937,48.0
mp-797,51.0
mp-862256,-13.0
mp-865517,41.0
mp-9453,40.0
mp-973109,-1.0
mp-976321,-4.0
mp-976806,22.0
mp-977264,21.0
mp-980062,31.0
mp-984356,77.0
mp-989642,13.0
mp-1008274,149.0
mp-10166,7.0
mp-1025386,55.0
mp-10457,92.0
mp-1073,15.0
mp-10877,63.0
mp-1114,112.0
mp-11550,28.0
mp-11583,68.0
mp-1332,120.0
mp-15793,26.0
mp-16228,-42.0
mp-1718,72.0
mp-21345,38.0
mp-2573,57.0
mp-265,212.0
mp-2678,141.0
mp-27660,19.0
mp-27689,7.0
mp-3054,27.0
mp-31017,90.0
mp-4150,16.0
mp-4483,23.0
mp-5077,23.0
mp-5373,99.0
mp-569197,50.0
mp-5702,26.0
mp-570641,187.0
mp-571499,96.0
mp-637179,13.0
mp-640041,33.0
mp-755013,68.0
mp-769096,86.0
mp-7832,196.0
mp-79,37.0
mp-7973,40.0
mp-862854,50.0
mp-864667,-6.0
mp-865235,91.0
mp-865997,28.0
mp-866168,13.0
mp-866191,34.0
mp-867343,4.0
mp-8765,18.0
mp-962067,3.0
mp-971891,28.0
mp-973956,21.0
mp-976060,42.0
mp-976856,-2.0
mp-977428,41.0
mp-981386,16.0
mp-9819,3.0
mp-984104,34.0
mp-984712,80.0
mp-988939,17.0
mp-989609,72.0
mp-9902,77.0
mp-998901,-626.0
mp-999446,3.0
mp-1002221,38.0
mp-1008285,34.0
mp-1008734,-80.0
mp-1009733,24.0
mp-1014462,-11.0
mp-1047,38.0
mp-1062,21.0
mp-10658,27.0
mp-10714,82.0
mp-10764,37.0
mp-10924,99.0
mp-1093,41.0
mp-11421,-21.0
mp-1239,60.0
mp-15780,75.0
mp-16271,14.0
mp-16775,31.0
mp-23060,4.0
mp-23201,15.0
mp-24011,51.0
mp-2478,140.0
mp-29210,29.0
mp-2988,32.0
mp-30460,48.0
mp-348,31.0
mp-3488,42.0
mp-4105,74.0
mp-567713,8.0
mp-570272,28.0
mp-600428,55.0
mp-6008,97.0
mp-7352,48.0
mp-786,40.0
mp-862837,13.0
mp-866081,25.0
mp-867859,41.0
mp-867911,10.0
mp-977445,27.0
mvc-13960,16.0
mp-1006886,29.0
mp-1008559,158.0
mp-1009083,27.0
mp-1016846,53.0
mp-1018659,90.0
mp-11155,40.0
mp-11834,38.0
mp-1209,22.0
mp-12609,3.0
mp-1399,31.0
mp-1482,69.0
mp-15179,35.0
mp-17129,45.0
mp-2065,39.0
mp-22979,89.0
mp-23188,8.0
mp-2334,35.0
mp-2396,29.0
mp-241,28.0
mp-3107,60.0
mp-401,37.0
mp-4148,53.0
mp-4484,48.0
mp-540925,5.0
mp-548403,9.0
mp-55,13.0
mp-551736,-153.0
mp-568595,160.0
mp-569106,21.0
mp-570998,24.0
mp-5916,56.0
mp-632402,13.0
mp-641539,144.0
mp-643409,51.0
mp-7003,52.0
mp-7007,6.0
mp-7603,30.0
mp-7918,82.0
mp-7928,18.0
mp-8123,61.0
mp-862288,64.0
mp-862609,109.0
mp-8638,163.0
mp-864948,-34.0
mp-864949,90.0
mp-867802,52.0
mp-867909,49.0
mp-972002,14.0
mp-973265,16.0
mp-978267,28.0
mp-980199,25.0
mp-9872,9.0
mp-999190,90.0
mp-999292,-7.0
mp-1007821,58.0
mp-1009217,22.0
mp-1024955,35.0
mp-10293,11.0
mp-11364,44.0
mp-11452,117.0
mp-11578,65.0
mp-1176,20.0
mp-12414,20.0
mp-12427,92.0
mp-1282,204.0
mp-1314,32.0
mp-1462,18.0
mp-19086,31.0
mp-19412,46.0
mp-2049,59.0
mp-20690,45.0
mp-2726,30.0
mp-27319,79.0
mp-27840,34.0
mp-29748,12.0
mp-29806,4.0
mp-33723,5.0
mp-4187,62.0
mp-555037,8.0
mp-567462,117.0
mp-568069,22.0
mp-568428,7.0
mp-569250,116.0
mp-569331,21.0
mp-631256,-15.0
mp-631320,33.0
mp-685036,89.0
mp-7440,13.0
mp-753629,78.0
mp-754673,29.0
mp-776952,25.0
mp-8145,58.0
mp-8583,44.0
mp-861881,12.0
mp-862778,112.0
mp-864655,69.0
mp-864857,56.0
mp-865212,177.0
mp-865237,40.0
mp-865353,2.0
mp-8860,11.0
mp-9586,30.0
mp-972456,22.0
mp-975255,60.0
mp-975383,6.0
mp-978278,6.0
mp-985471,13.0
mp-1002207,33.0
mp-1008610,31.0
mp-1025218,67.0
mp-1025377,6.0
mp-1025431,31.0
mp-10759,45.0
mp-1250,32.0
mp-19920,27.0
mp-20426,44.0
mp-20586,75.0
mp-20753,76.0
mp-21175,40.0
mp-21215,28.0
mp-21251,58.0
mp-22786,48.0
mp-23152,13.0
mp-27456,8.0
mp-2955,42.0
mp-29646,75.0
mp-29866,1.0
mp-30657,40.0
mp-3553,16.0
mp-4228,88.0
mp-567244,11.0
mp-571653,382.0
mp-625055,37.0
mp-675349,29.0
mp-71,9.0
mp-754327,59.0
mp-754478,97.0
mp-758933,180.0
mp-7915,114.0
mp-7927,157.0
mp-8110,136.0
mp-867908,11.0
mp-8771,139.0
mp-9164,62.0
mp-984873,53.0
mp-990,38.0
mp-999139,13.0
mp-1013548,49.0
mp-1014,15.0
mp-1019357,42.0
mp-1025045,45.0
mp-1025397,80.0
mp-1029337,75.0
mp-1084,201.0
mp-12467,26.0
mp-18513,20.0
mp-19946,31.0
mp-20111,43.0
mp-23159,13.0
mp-27710,258.0
mp-2851,47.0
mp-3637,61.0
mp-37214,66.0
mp-4030,7.0
mp-510281,50.0
mp-558125,63.0
mp-567220,70.0
mp-567618,38.0
mp-568002,2.0
mp-648,18.0
mp-7466,30.0
mp-840,55.0
mp-862934,31.0
mp-863734,-7.0
mp-865648,27.0
mp-865768,89.0
mp-9573,33.0
mp-966800,31.0
mp-9687,9.0
mp-984765,18.0
mp-989539,16.0
mp-1008630,231.0
mp-1009757,7.0
mp-1018102,29.0
mp-10255,198.0
mp-1029338,70.0
mp-1029652,94.0
mp-1029921,58.0
mp-12086,52.0
mp-12931,68.0
mp-13035,-482.0
mp-1687,25.0
mp-18427,82.0
mp-20487,15.0
mp-21030,88.0
mp-21462,10.0
mp-23818,39.0
mp-2819,-5.0
mp-30779,27.0
mp-4583,-117.0
mp-4604,72.0
mp-4692,74.0
mp-4828,41.0
mp-5396,73.0
mp-551675,63.0
mp-554252,35.0
mp-555576,11.0
mp-559676,16.0
mp-570910,10.0
mp-631394,-97.0
mp-644271,10.0
mp-6764,-20.0
mp-6954,31.0
mp-7068,31.0
mp-752463,60.0
mp-752467,53.0
mp-754624,126.0
mp-755552,40.0
mp-755875,89.0
mp-756436,46.0
mp-760411,42.0
mp-8499,72.0
